Location,Search Keyword,Segment,NAICS Code,Business Name,Address,Phone Number,Website,Latitude,Longitude,Rating,User Ratings,Place ID,Types
"Window Rock, AZ",,retail,445120,,,,,35.5058697,-108.8356821,,,n_8356711883,shop=convenience
"Window Rock, AZ",,retail,445310,Paramount Liquor & Louunge (Package Liquor),West Historic Highway 66,,,35.5082995,-108.8182468,,,n_8356869189,shop=alcohol
"Window Rock, AZ",,retail,452319,Family Dollar,,,,35.5330668,-108.7577052,,,n_8449342631,"shop=variety_store, brand=Family Dollar"
"Window Rock, AZ",,retail,452210,Big Lots,"900 US Highway 491, Gallup, NM, 87301",+1 505-863-0118,https://local.biglots.com/nm/gallup/900-us-highway-491,35.5347333,-108.7569136,,,n_8449342636,"shop=department_store, brand=Big Lots"
"Window Rock, AZ",,retail,446120,Gallup Nails and Spa,,,,35.5344603,-108.7569823,,,n_8449342638,shop=beauty
"Window Rock, AZ",,retail,445110,La Montañita Co-op Gallup,"105 East Coal Avenue, Gallup, NM, 87301",+1-505-863-5383,https://lamontanita.coop/,35.5281578,-108.741135,,,n_8449355220,"shop=supermarket, operator=La Montañita Co-op"
"Window Rock, AZ",,retail,453991,,,,,35.5295185,-108.7250946,,,n_8449384085,shop=tobacco
"Window Rock, AZ",,retail,445120,Speedway,"3340 East Historic Highway 66, Gallup, NM, 87301",,https://www.speedway.com/locations/NM/Gallup/3340-E-Hwy-66,35.5293007,-108.6834062,,,n_8500457465,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,452319,Dollar Tree,,,https://www.dollartree.com/locations/nm/gallup/3268/,35.5264588,-108.7711453,,,n_8552015553,"shop=variety_store, brand=Dollar Tree"
"Window Rock, AZ",,retail,445120,Speedway,"US 491, Tohatchi, NM, 87325",,https://www.speedway.com/locations/NM/Tohatchi/HWY-491-MM-23,35.8507286,-108.7561713,,,n_9052133557,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,445120,Speedway,"3798 East Historic Highway 66, Gallup, NM, 87301",,https://www.speedway.com/locations/NM/Gallup/3798-E-Historic-Hwy-66,35.5308527,-108.6676946,,,n_9067849049,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,445120,Speedway,"Gallup, NM, 87301",,https://www.speedway.com/locations/NM/Gallup/US-491-+-NM-264,35.6588387,-108.7698248,,,n_9068782567,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,445120,Speedway,"NW Highway 264, Tse Bonito, NM, 87301",,https://www.speedway.com/locations/NM/Gallup/1579-NM-264,35.6582222,-109.0418774,,,n_9068851396,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,445120,Speedway,"2654 East Highway 66, Gallup, NM, 87301",,https://www.speedway.com/locations/NM/Gallup/2654-E-Hwy-66-Ave,35.5288882,-108.6984334,,,n_9072366155,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,445120,Speedway,"3302 West Historic Highway 66, Gallup, NM, 87301",,,35.5070011,-108.8258021,,,n_9072366156,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,445120,Speedway,"3306 East Highway 66, Gallup, NM, 87301",,,35.5065999,-108.8279727,,,n_9072366165,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,452319,Family Dollar,"26 Highway 264, Yah-Ta-Hey, NM, 87301",,,35.6299146,-108.7848294,,,n_9072366174,"shop=variety_store, brand=Family Dollar"
"Window Rock, AZ",,retail,445120,Speedway,"950 Highway 491, Gallup, NM, 87301",,https://www.speedway.com/locations/NM/Gallup/950-US-Highway-491,35.5359123,-108.7582333,,,n_9072366203,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,445120,Penny Pincher Gas And Food,"1301 East Historic Highway 66, Gallup, NM, 87301",,,35.5302039,-108.7224653,,,n_9072366208,shop=convenience
"Window Rock, AZ",,retail,445120,Speedway,"1223 East Historic Highway 66, Gallup, NM, 87301",,https://www.speedway.com/locations/NM/Gallup/1223-E-Historic-Highway-66,35.5302426,-108.7229025,,,n_9072366213,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,445120,Allsup's,"112 Arnold Street, Gallup, NM, 87301",,,35.5210414,-108.7592965,,,n_9072366215,"shop=convenience, brand=Allsup's"
"Window Rock, AZ",,retail,445120,Speedway,"Highway 264, Saint Michaels, AZ, 86511",,https://www.speedway.com/locations/AZ/St-Michaels/346-Highway-264,35.6567857,-109.1082025,,,n_9121529344,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,446120,Goldie Luxe Studio,"107 South 1st Street, Gallup, NM, 87301",+1-505-863-6672,,35.5279443,-108.7412508,,,n_9884085324,shop=beauty
"Window Rock, AZ",,retail,452319,Dollar Tree,,,https://www.dollartree.com/locations/nm/gallup/8685/,35.528695,-108.6946453,,,n_9891056807,"shop=variety_store, brand=Dollar Tree"
"Window Rock, AZ",,retail,445120,,,,,35.5163662,-108.7395276,,,n_10692830953,shop=convenience
"Window Rock, AZ",,retail,445110,Safeway,"980 North Highway 666, Gallup, NM, 87301",+1 505-722-7620,https://local.safeway.com/safeway/nm/gallup/980-n-hwy-491.html,35.5355854,-108.7563938,,,w_132987427,"shop=supermarket, brand=Safeway"
"Window Rock, AZ",,retail,445120,,,,,35.6333253,-108.964755,,,w_202732729,shop=convenience
"Window Rock, AZ",,retail,445120,,,,,35.6071208,-108.7775268,,,w_202732730,shop=convenience
"Window Rock, AZ",,retail,445110,Lowes Shop N Save,,,,35.665024,-109.0557696,,,w_203686209,shop=supermarket
"Window Rock, AZ",,retail,445120,,,,,35.6642526,-109.056478,,,w_203686222,shop=convenience
"Window Rock, AZ",,retail,445120,Navajo Petroleum,"1613 B State Highway 264, Tse Bonito, NM, 87301",+15053715663,https://nnogc.com/navajo-petroleum/tse-bonito,35.6608046,-109.0455515,,,w_203686226,"shop=convenience, amenity=fuel"
"Window Rock, AZ",,retail,445120,7 2 11,,,,35.7350177,-109.0572112,,,w_203686229,shop=convenience
"Window Rock, AZ",,retail,445110,T&R Market,,,,35.6050332,-108.7788532,,,w_208613337,shop=supermarket
"Window Rock, AZ",,retail,445310,Sagebrush Liquors,"452 NM 264, NM, 87301",+1-505-371-5734,,35.6370334,-108.860231,,,w_208615981,shop=alcohol
"Window Rock, AZ",,retail,445110,Bashas' Diné Market,,,,35.6610332,-109.0620632,,,w_208618150,shop=supermarket
"Window Rock, AZ",,retail,445110,Walmart Supercenter,"1650 West Maloney Avenue, Gallup, NM, 87301",+1 505-722-2296,https://www.walmart.com/store/906-gallup-nm,35.5286739,-108.7690193,,,w_383205626,"shop=supermarket, brand=Walmart, operator=Walmart"
"Window Rock, AZ",,retail,452210,Gallup Indian Plaza,"3800 East Highway 66, Gallup, NM, 87301",,,35.530929,-108.6672358,,,w_657901895,shop=department_store
"Window Rock, AZ",,retail,452319,Family Dollar,,,,35.5066904,-108.8208821,,,w_898354406,"shop=variety_store, brand=Family Dollar"
"Window Rock, AZ",,retail,445120,,,,,35.5058705,-108.83267,,,w_899662549,shop=convenience
"Window Rock, AZ",,retail,452319,Dollar General,,,https://www.dollargeneral.com/store-directory/nm/gallup/10282,35.520213,-108.7394625,,,w_899664120,"shop=variety_store, brand=Dollar General"
"Window Rock, AZ",,retail,452319,Family Dollar,,,,35.503911,-108.7382785,,,w_902874496,"shop=variety_store, brand=Family Dollar"
"Window Rock, AZ",,retail,445120,Speedway,"1730 South 2nd Street, Gallup, NM, 87301",,https://www.speedway.com/locations/NM/Gallup/1730-S-2nd-St,35.508789,-108.7392683,,,w_980748624,"shop=convenience, brand=Speedway"
"Window Rock, AZ",,retail,445120,,,,,35.9077248,-109.0338349,,,w_1148777955,shop=convenience
"Window Rock, AZ",,retail,445120,Maverik,"3540 Historic US Highway 66, Gallup, NM",,,35.5297196,-108.6763129,,,w_1149389111,"shop=convenience, brand=Maverik"
"Window Rock, AZ",,retail,445120,,,,,35.900351,-109.1641731,,,w_1392687518,shop=convenience
