Location,Search Keyword,Segment,NAICS Code,Business Name,Address,Phone Number,Website,Latitude,Longitude,Rating,User Ratings,Place ID,Types
"Crossville, AL",,retail,445110,ALDI,"11100 US Highway 431, Guntersville, AL, 35976",+1 833-470-7085,https://stores.aldi.us/al/guntersville/11100-us-hwy-431,34.2989006,-86.2667171,,,n_9828345619,"shop=supermarket, brand=ALDI"
"Crossville, AL",,retail,446120,Mira Bella Salon,,,,34.2992231,-86.2657117,,,n_9828345656,shop=beauty
"Crossville, AL",,retail,452319,Dollar General,,,https://www.dollargeneral.com/store-directory/al/albertville/545,34.2672975,-86.2061826,,,n_9902967004,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445120,,,,,34.2606767,-86.1884387,,,n_9968139989,shop=convenience
"Crossville, AL",,retail,452319,Dollar General,"4240 High Point Road, Albertville, AL, 35950",,https://www.dollargeneral.com/store-directory/al/albertville/15729,34.2422444,-86.2790211,,,n_9968143762,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445120,,,,,34.2415495,-86.2787333,,,n_9968143765,shop=convenience
"Crossville, AL",,retail,445120,,,,,34.2754538,-85.8806511,,,n_10005144382,shop=convenience
"Crossville, AL",,retail,445120,,,,,34.2735197,-85.8770261,,,n_10005144383,shop=convenience
"Crossville, AL",,retail,445120,,,,,34.2747591,-85.8774287,,,n_10005144384,shop=convenience
"Crossville, AL",,retail,452319,Dollar General,,,https://www.dollargeneral.com/store-directory/al/albertville/20894,34.2859303,-86.2306429,,,n_10775425366,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,452319,Dollar General,"Section, AL",,,34.5834304,-85.9896827,,,n_10778297652,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445110,FoodLand,"Section, AL",,,34.5839248,-85.9886103,,,n_10778297653,"shop=supermarket, brand=FoodLand"
"Crossville, AL",,retail,452319,Dollar General,"4397 Cathedral Caverns Highway, Grant, AL, 35747",,https://www.dollargeneral.com/store-directory/al/grant/4136,34.513529,-86.2604967,,,n_11331855394,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445120,,,,,34.5113126,-86.2609434,,,n_11331855395,shop=convenience
"Crossville, AL",,retail,445120,,,,,34.516379,-86.2567968,,,n_11331855397,shop=convenience
"Crossville, AL",,retail,445110,Food City,"951 Rainbow Drive, Gadsden, AL, 35901",+1 256-467-0364,https://www.foodcity.com/stores/store-details/502,33.9965338,-86.0065439,,,n_11456231723,"shop=supermarket, brand=Food City"
"Crossville, AL",,retail,446120,Bath & Body Works,,,,33.9951327,-86.0076951,,,n_11456529301,"shop=cosmetics, brand=Bath & Body Works"
"Crossville, AL",,retail,446120,Arch Eyebrows,,,,33.9955906,-86.0075782,,,n_11456529302,shop=beauty
"Crossville, AL",,retail,446120,Nail Studio,,,,33.9943657,-86.0076943,,,n_11456529304,shop=beauty
"Crossville, AL",,retail,445110,Grant Foodland,,,,34.5152071,-86.2572208,,,n_11503377251,shop=supermarket
"Crossville, AL",,retail,445310,ABC Select Spirits,"210 Dekalb Plaza Boulevard, Fort Payne, AL, 35967",+1 256 997 1072,https://alabamaselectspirits.com,34.4315826,-85.7342757,,,n_11576272979,"shop=alcohol, operator=government"
"Crossville, AL",,retail,452319,Dollar General,"Fort Payne, AL, 35967",+1 256 304 5989,https://www.dollargeneral.com/store-directory/al/fort-payne/6064,34.4315031,-85.7341276,,,n_11576272980,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,446120,,"Fort Payne, AL, 35967",,,34.4320328,-85.7347925,,,n_11576272982,shop=beauty
"Crossville, AL",,retail,452210,Goody's,,,,34.4327123,-85.7353795,,,n_11576273070,"shop=department_store, brand=Goody's"
"Crossville, AL",,retail,445110,United Grocery Outlet,"1000 Dekalb Plaza Boulevard, Fort Payne, AL, 35967",+1 256 997 0722,https://www.myugo.com/locations/fort-payne-al/,34.4322095,-85.734961,,,n_11576273074,"shop=supermarket, brand=United Grocery Outlet"
"Crossville, AL",,retail,446120,Gigi's Hair & Nail Salon,"Rainsville, AL, 35986",,,34.4985447,-85.8547403,,,n_11578514389,shop=beauty
"Crossville, AL",,retail,446110,Rainsville Drugs,"Rainsville, AL, 35986",,,34.4983514,-85.8544685,,,n_11578514391,shop=chemist
"Crossville, AL",,retail,445120,Triple-T Mini Market,"Section, AL",,,34.586173,-85.9902922,,,n_11578609370,shop=convenience
"Crossville, AL",,retail,445110,Piggly Wiggly,"1455 Sunset Drive, Guntersville, AL, 35976",+1 256-582-2865,https://www.foodgiant.com,34.3522811,-86.3143271,,,n_11651005444,"shop=supermarket, brand=Piggly Wiggly"
"Crossville, AL",,retail,445110,Piggly Wiggly,"594 South Valley Road, Collinsville, AL, 35961",+1 256-927-5661,,34.2571844,-85.8675744,,,n_11651005448,"shop=supermarket, brand=Piggly Wiggly"
"Crossville, AL",,retail,445110,Piggly Wiggly,"3800 Highway 9, Cedar Bluff, AL, 35959",+1 256-779-6284,,34.2173291,-85.6015107,,,n_11651005449,"shop=supermarket, brand=Piggly Wiggly"
"Crossville, AL",,retail,452319,Dollar Tree,"McCurdy Avenue North, Rainsville, AL",,https://www.dollartree.com/locations/al/rainsville/8278/,34.4942271,-85.8465463,,,n_11658339923,"shop=variety_store, brand=Dollar Tree"
"Crossville, AL",,retail,446120,Rainsville Nails,"Rainsville, AL",,,34.4934262,-85.8466569,,,n_11658339961,shop=beauty
"Crossville, AL",,retail,446120,Fringe Salon,"170 Plaza Drive, Centre, AL, 35960",+1 256 266 1012,,34.1604022,-85.6942971,,,n_11658551160,shop=beauty
"Crossville, AL",,retail,446120,Palm Beach Tan,,,https://palmbeachtan.com/locations/AL/Albertville-US-431,34.2792413,-86.2082473,,,n_11771977763,"shop=beauty, brand=Palm Beach Tan"
"Crossville, AL",,retail,445110,FoodLand Plus,"313 Sand Mountain Drive, Albertville, AL, 35950",+1 256-891-0390,https://www.foodlandgrocery.com/store-locations/albertville-foodland-plus/,34.2651049,-86.2066281,,,n_11838900368,"shop=supermarket, brand=FoodLand"
"Crossville, AL",,retail,446110,Albertville Discount Pharmacy,"422 North Broad Street, Albertville, AL, 35950",,,34.274747,-86.2058681,,,n_11993180944,shop=chemist
"Crossville, AL",,retail,446110,Brindley's Family Pharmacy,"209 Sand Mountain Drive, Albertville, AL, 35950",,,34.2662632,-86.208321,,,n_12007675454,shop=chemist
"Crossville, AL",,retail,446120,Jeanne's Beauty Supply,"Albertville, AL, 35950",,,34.2683444,-86.2086919,,,n_12007769534,shop=beauty
"Crossville, AL",,retail,452319,Tienda Mana,"Albertville, AL, 35950",,,34.2677353,-86.2057476,,,n_12007817060,shop=general
"Crossville, AL",,retail,445110,Supermercado La Popular,"101 Sand Mountain Drive, Albertville, AL, 35950",,,34.2670008,-86.2053891,,,n_12007854923,shop=supermarket
"Crossville, AL",,retail,445120,,,,,34.2179509,-86.1569919,,,n_12361308216,shop=convenience
"Crossville, AL",,retail,446110,Walgreens,"107 East Meighan Boulevard, Gadsden, AL, 35903",,,34.0104857,-85.991585,,,n_12705124599,"shop=chemist, brand=Walgreens"
"Crossville, AL",,retail,452319,Five Below,,,,34.0110473,-85.9847876,,,n_12705135710,"shop=variety_store, brand=Five Below"
"Crossville, AL",,retail,452210,Ross,,,,34.0111718,-85.9856568,,,n_12705135712,"shop=department_store, brand=Ross"
"Crossville, AL",,retail,446120,Ulta Beauty,,,,34.0110849,-85.9849971,,,n_12705135716,"shop=cosmetics, brand=Ulta Beauty"
"Crossville, AL",,retail,445110,Walmart Supercenter,"340 East Meighan Boulevard, Gadsden, AL, 35903",+1 256-547-2637,https://www.walmart.com/store/301-gadsden-al,34.0128046,-85.9872302,,,w_112548097,"shop=supermarket, brand=Walmart, operator=Walmart"
"Crossville, AL",,retail,445120,Food Mart,,,,34.3390861,-86.3120331,,,w_243736844,shop=convenience
"Crossville, AL",,retail,445120,Food Mart,,,,33.9657514,-85.9433302,,,w_243819857,shop=convenience
"Crossville, AL",,retail,445120,Foothills Country Store,"Veterans Drive, Scottsboro, AL",,,34.6329337,-85.9707442,,,w_424129758,shop=convenience
"Crossville, AL",,retail,445120,,,,,34.4007548,-86.2036151,,,w_488017434,shop=convenience
"Crossville, AL",,retail,445120,Town Creek Fishing Center,,,,34.4068862,-86.1775823,,,w_488046710,shop=convenience
"Crossville, AL",,retail,446110,City Pharmacy,"Gadsden, AL",,,33.9991968,-86.0049081,,,w_540563370,shop=chemist
"Crossville, AL",,retail,445110,Walmart Supercenter,"937 Gilbert Ferry Road Southeast, Attalla, AL, 35954",+1 256-538-3811,https://www.walmart.com/store/316-attalla-al,33.9937196,-86.0935121,,,w_560590826,"shop=supermarket, brand=Walmart, operator=Walmart"
"Crossville, AL",,retail,446110,Walgreens,,,https://www.walgreens.com/locator/walgreens-3434+rainbow+dr-rainbow+city-al-35906/id=7716,33.9548637,-86.0406839,,,w_560592773,"shop=chemist, brand=Walgreens"
"Crossville, AL",,retail,445110,Publix,"128 West Grand Avenue, Rainbow City, AL, 35906-3238",+1 256-442-2509,https://www.publix.com/locations/1476,33.9552395,-86.0440349,,,w_560592777,"shop=supermarket, brand=Publix"
"Crossville, AL",,retail,445120,,,,,34.0429666,-86.0194948,,,w_591912594,shop=convenience
"Crossville, AL",,retail,452319,Dollar General,"1407 South 11th Street, Gadsden, AL, 35904",(256) 546-1135,https://www.dollargeneral.com/store-directory/al/gadsden/7417,33.9970771,-86.0276309,,,w_593263852,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445120,,"Hokes Bluff, AL",,,33.9857426,-85.8644162,,,w_603470872,shop=convenience
"Crossville, AL",,retail,452319,Dollar Tree,,,https://www.dollartree.com/locations/al/scottsboro/6175/,34.648045,-86.0291874,,,w_665712196,"shop=variety_store, brand=Dollar Tree"
"Crossville, AL",,retail,452319,Ollie's Bargain Outlet,,,,34.6479013,-86.0294466,,,w_665712197,"shop=variety_store, brand=Ollie's Bargain Outlet"
"Crossville, AL",,retail,445110,Bruce's Foodland,"1402 County Park Road, Scottsboro, 35769",,,34.6463946,-86.0322815,,,w_665718958,shop=supermarket
"Crossville, AL",,retail,446120,Kala Nails,,,,34.6465549,-86.0327089,,,w_665718960,shop=beauty
"Crossville, AL",,retail,445120,,,,,34.6288328,-86.0507996,,,w_666214819,shop=convenience
"Crossville, AL",,retail,445110,Save-A-Lot,,,,34.6259776,-86.0503929,,,w_666388082,"shop=supermarket, brand=Save-A-Lot"
"Crossville, AL",,retail,452319,Dollar General,,,,34.6256906,-86.0505951,,,w_666388083,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445110,Publix,"2300 Gunter Avenue, Guntersville, AL, 35976",+1 256-571-2501,https://www.publix.com/locations/1462-guntersville-landing,34.3338666,-86.3164805,,,w_834828204,"shop=supermarket, brand=Publix"
"Crossville, AL",,retail,445110,Cashsaver,"5700 US 278, Hokes Bluff, AL, 35903",,,33.9870734,-85.8659131,,,w_845879895,shop=supermarket
"Crossville, AL",,retail,446110,Hokes Bluff Drug Shoppe,"5702 US 2278, Hokes Bluff, AL, 35903",,,33.986995,-85.8656163,,,w_845879896,shop=chemist
"Crossville, AL",,retail,452319,Dollar General,"5698 US 278, Hokes Bluff, AL, 35903",,https://www.dollargeneral.com/store-directory/al/hokes-bluff/4172,33.9870106,-85.8662598,,,w_845879897,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445110,ALDI,"200 North Hood Avenue, Gadsden, AL, 35903",+1 833-470-7095,https://stores.aldi.us/al/gadsden/200-n-hood-ave,34.010222,-85.9935636,,,w_940789807,"shop=supermarket, brand=ALDI"
"Crossville, AL",,retail,445110,Walmart Supercenter,"1972 Highway 431, Boaz, AL, 35957",+1 256-593-0195,https://www.walmart.com/store/298-boaz-al,34.2146605,-86.1534516,,,w_960753494,"shop=supermarket, brand=Walmart, operator=Walmart"
"Crossville, AL",,retail,452319,Dollar General,"204 3rd Street Northwest, Attalla, AL, 35954",,https://www.dollargeneral.com/store-directory/al/attalla/3867,34.0202954,-86.0914193,,,w_960753683,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,452319,Dollar General,,,https://www.dollargeneral.com/store-directory/al/gadsden/11277,34.01978,-86.0202535,,,w_960753822,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445120,Circle K,,,,33.997841,-86.0912016,,,w_965330931,"shop=convenience, brand=Circle K"
"Crossville, AL",,retail,452319,Dollar General,,,https://www.dollargeneral.com/store-directory/al/guntersville/6379,34.3627721,-86.4208491,,,w_991348611,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445110,Dollar General,,,https://www.dollargeneral.com/store-directory/al/altoona/11201,34.0674912,-86.2999645,,,w_1007837937,"shop=supermarket, brand=Dollar General"
"Crossville, AL",,retail,445110,Dollar General,,,https://www.dollargeneral.com/store-directory/al/glencoe/15604,33.9466319,-85.9272902,,,w_1008169384,"shop=supermarket, brand=Dollar General"
"Crossville, AL",,retail,445110,,,,,34.2778185,-86.2013554,,,w_1050256916,shop=supermarket
"Crossville, AL",,retail,452319,,,,,34.2785256,-86.1991951,,,w_1050267202,shop=general
"Crossville, AL",,retail,446110,Walgreens,"Albertville, AL, 35950",,https://www.walgreens.com/locator/walgreens-7155+us+highway+431-albertville-al-35950/id=11279,34.2751046,-86.2043795,,,w_1052836739,"shop=chemist, brand=Walgreens"
"Crossville, AL",,retail,446120,,,,,34.3014423,-86.278538,,,w_1071016816,shop=beauty
"Crossville, AL",,retail,445110,Walmart Supercenter,"11697 Us Highway 431, Guntersville, AL, 35976",+1 256-878-0685,https://www.walmart.com/store/681-guntersville-al,34.2993723,-86.2790086,,,w_1071016817,"shop=supermarket, brand=Walmart, operator=Walmart"
"Crossville, AL",,retail,445120,,,,,34.299765,-86.2744639,,,w_1071016833,shop=convenience
"Crossville, AL",,retail,452319,Dollar General,AL,,https://www.dollargeneral.com/store-directory/al/glencoe/22005,33.999173,-85.9372458,,,w_1113765631,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,452319,Dollar General,,,https://www.dollargeneral.com/store-directory/al/leesburg/7769,34.1828334,-85.7617127,,,w_1158969589,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445120,Quick Mart,"2307 South Broad Street, Scottsboro, AL, 35768",+1 256 594 1533,,34.6414834,-86.0386672,,,w_1219573577,shop=convenience
"Crossville, AL",,retail,445120,,,,,34.6101723,-86.0682848,,,w_1219693104,shop=convenience
"Crossville, AL",,retail,445120,,,,,34.6388996,-86.0397317,,,w_1219695690,shop=convenience
"Crossville, AL",,retail,446120,KV Nails,"1925 West Main Street, Centre, AL, 35960",,,34.1602692,-85.7144655,,,w_1219732187,shop=beauty
"Crossville, AL",,retail,452319,Dollar Tree,"1925 West Main Street, Centre, AL, 35960",,https://www.dollartree.com/locations/al/centre/4364/,34.1601193,-85.7143214,,,w_1219732189,"shop=variety_store, brand=Dollar Tree"
"Crossville, AL",,retail,445110,Walmart Supercenter,"1950 West Main Street, Centre, AL, 35960",+1 256-927-9900,https://www.walmart.com/store/5126-centre-al,34.1628603,-85.7125602,,,w_1219738653,"shop=supermarket, brand=Walmart, operator=Walmart"
"Crossville, AL",,retail,445120,Texaco,"Centre, AL",,,34.1486458,-85.6683223,,,w_1219755233,"shop=convenience, brand=Texaco"
"Crossville, AL",,retail,445120,Marathon,"Hokes Bluff, AL",,,33.9978958,-85.8660615,,,w_1219755257,"shop=convenience, brand=Marathon"
"Crossville, AL",,retail,445120,Tang Mart,"Hokes Bluff, AL",,,33.9976715,-85.866625,,,w_1219755259,shop=convenience
"Crossville, AL",,retail,446120,Lash & Brow Spa,"Gadsden, AL",,,34.0101347,-85.9883034,,,w_1219765870,shop=beauty
"Crossville, AL",,retail,446120,Happy Nails,"East Meighan Boulevard, Gadsden, AL, 35903",,,34.0116951,-85.9912953,,,w_1219765878,shop=beauty
"Crossville, AL",,retail,452319,Dollar General,,,https://www.dollargeneral.com/store-directory/al/guntersville/13445,34.42254,-86.2644349,,,w_1221402156,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,452319,Dollar General,"Centre, AL, 35960",,https://www.dollargeneral.com/store-directory/al/centre/9407,34.1609355,-85.7112322,,,w_1234954978,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,452319,Dollar General,,,https://www.dollargeneral.com/store-directory/al/rainbow-city/21117,33.9479421,-86.0525957,,,w_1235074740,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445120,Mapco Mart,,,,34.4368369,-85.7509714,,,w_1245471792,"shop=convenience, brand=Mapco"
"Crossville, AL",,retail,446110,Kilgore Express Pharmacy,"1614 Glenn Boulevard Southwest, Fort Payne, AL, 35968",+1 256 845 3402,https://www.mygnp.com/pharmacies/kilgore-express-pharmacy-6-fort-payne-al-35968/,34.4377359,-85.7557622,,,w_1245471816,shop=chemist
"Crossville, AL",,retail,446110,C&H Discount Drugs,"Glenn Boulevard Southwest, Fort Payne, AL, 35968",+1 256 845 0242,,34.4378887,-85.756219,,,w_1245471817,shop=chemist
"Crossville, AL",,retail,445310,Carter's Beverages,"Fort Payne, AL, 35968",,,34.4378822,-85.7571884,,,w_1245471819,shop=alcohol
"Crossville, AL",,retail,445120,Love's Stop N Go,AL,,,34.4698433,-85.7870185,,,w_1245471826,shop=convenience
"Crossville, AL",,retail,445120,Mapco,"Rainsville, AL, 35986",,,34.4831361,-85.8208415,,,w_1245471839,"shop=convenience, brand=Mapco"
"Crossville, AL",,retail,452319,Dollar General,"1569 Main Street East, Rainsville, AL, 35986",+1 251 263 5921,https://www.dollargeneral.com/store-directory/al/rainsville/23703.html,34.4846584,-85.8224697,,,w_1245471840,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,446120,Sue & Sandy's Beauty Shop,,,,34.4905617,-85.8401306,,,w_1245471851,shop=beauty
"Crossville, AL",,retail,445120,Delta Express,"Rainsville, AL, 35986",,,34.4935353,-85.8471521,,,w_1245471859,shop=convenience
"Crossville, AL",,retail,446120,Beautifully Bronzed,"Rainsville, AL, 35986",,,34.4980867,-85.8541825,,,w_1245480867,shop=beauty
"Crossville, AL",,retail,452319,Dollar General,"Fyffe, AL",,https://www.dollargeneral.com/store-directory/al/fyffe/21974,34.5429441,-85.911042,,,w_1245491208,"shop=variety_store, brand=Dollar General"
"Crossville, AL",,retail,445120,Delta Express,AL,,,34.544082,-85.9141575,,,w_1245491211,shop=convenience
"Crossville, AL",,retail,445120,Triple T Farm & Tackle,"Section, AL",,,34.5851819,-85.9904814,,,w_1245491216,shop=convenience
"Crossville, AL",,retail,445120,Fuel & City,AL,,,34.5281416,-85.8947715,,,w_1254203732,shop=convenience
"Crossville, AL",,retail,446120,Merle Norman,"Rainsville, AL",,,34.4931714,-85.8463419,,,w_1254203743,"shop=cosmetics, brand=Merle Norman Cosmetics"
"Crossville, AL",,retail,445120,Mapco,,,,34.424801,-85.7382895,,,w_1254203757,"shop=convenience, brand=Mapco"
"Crossville, AL",,retail,445120,The Rock,"Sand Rock Avenue, Sand Rock, AL, 35983",,,34.2382771,-85.7673432,,,w_1254210909,shop=convenience
"Crossville, AL",,retail,453110,Pat's Flowers & More,"1765 Sand Rock Avenue, Sand Rock, AL, 35983",+1 256 523 3000,,34.2376353,-85.7669178,,,w_1254210911,shop=florist
"Crossville, AL",,retail,445120,,,,,34.182065,-85.7629282,,,w_1254222087,shop=convenience
"Crossville, AL",,retail,445120,Corner,"Leesburg, AL, 35983",,,34.1770913,-85.7593282,,,w_1254222100,shop=convenience
"Crossville, AL",,retail,453991,Tasty Haze LLC,"3335 Rainbow Drive, Rainbow City, AL",+1 256-399-0562,https://www.tastyhaze.com,33.9587217,-86.0377577,,,w_1259803427,shop=tobacco
"Crossville, AL",,retail,445110,La Orquidea,,,,34.2531291,-86.194125,,,w_1267515621,"shop=supermarket, amenity=restaurant"
"Crossville, AL",,retail,445110,Walmart Supercenter,"2001 Glenn Boulevard Southwest, Fort Payne, AL, 35968",+1 256-845-3163,https://www.walmart.com/store/691-fort-payne-al,34.4401648,-85.76202,,,w_1311903531,"shop=supermarket, brand=Walmart, operator=Walmart"
"Crossville, AL",,retail,445310,Premium Spirits & Imports,"2307 AL 79, Guntersville, AL, 35976",,,34.3344472,-86.3160462,,,w_1346925666,shop=alcohol
"Crossville, AL",,retail,445120,Lakeview Tackle and Grocery,,,,34.3345058,-86.3152101,,,w_1346925667,shop=convenience
